Level,Semester,GPA,Program,English in specialty,Human rights and the fight against corruption,Fundamentals of management,Calculus,Electronics,Fundamentals of computer science,Optical physics,Scientific and technical report writing,Discrete structures,Linear algebra,Probability and statistics,Programming,E-learning,Mutimedia,Advanced programming,Data structures,Logic design,Data communication,System analysis and design,Signals and systems,Operating systems,Software engineering,Computer network,Database system,Modeling and simulation,File organization and processing,Creative thinking,Computer graphics,Artificial intelligence,Information and computer networks security,Computer architecture and organization,Internet technology,Algorithms,Computer architecture,Advanced database systems,Advanced analysis and design of information systems,Concepts of porgramming languages,Genetic algorithms,Pattern recognition,Digital signals processing,Numerical methods,Advanced software engineering,Communication technology,Wireless and mobile networks,Data storage and retrieval,Advanced analysis and design of information systems,Data warehousing,Geographic information systems,Internet applications,Image processing,Advanced multimedia,Parallel processing,Project-1,Computer vision,Machine learning,Advanced computers networks,Selected Topics in information technology,Database design,Management information systems,Data mining,Selected topics in information systems,Neural networks,Knowledge based systems,Project-2,Compilers,Natural language processing,Embedded systems,Virtual reality,Distributed database,Quality assurance of information systems and programming,Output
1,2,0.79,general,80,68,63,50,62,62,15,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design','Data communication']"
2,1,0.95,general,80,68,63,50,62,62,15,pc,pc,pc,pc,pc,pc,pc,48,61,60,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems','Computer network','Modeling and simulation','Software Engineering','File Organisation and Processing']"
2,2,1.38,it,80,68,63,50,62,62,15,pc,pc,pc,pc,pc,pc,pc,48,61,60,67,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Algorithms','Internet technology','Information and Computer Networks Security','Signals and System']"
3,1,1.52,it,80,68,63,50,62,62,15,pc,pc,pc,pc,pc,pc,pc,48,61,60,67,49,81,76,97,82,31,77,93,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Communication technology
','Digital signals processing','Wireless and mobile networks','Advanced software engineering']"
3,2,1.73,it,80,68,63,50,62,62,77,pc,pc,pc,pc,pc,pc,pc,48,61,60,67,79,81,76,97,82,31,77,93,75,,64,61,,71,65,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced computers networks
','Advanced multimedia','Computer architecture','Artificial intelligence']"
4,1,1.77,it,80,68,63,50,62,62,77,pc,pc,pc,pc,pc,pc,pc,48,61,60,67,79,81,76,97,82,31,77,93,75,,64,61,,71,65,70,,,,,,79,,81,64,80,,,,,,,66,,,,,70,,,,,,,,,,,,,,,"['Neural networks','Knowledge based system','Embedded systems','Virtual reality']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,1.56,general,76,54,70,68,63,74,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,1.65,general,76,67,70,68,63,74,69,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design','Data communication']"
2,1,1.99,general,76,67,70,68,63,74,69,pc,pc,pc,pc,pc,pc,pc,71,87,72,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems','Computer network','Database system ','Modeling and simulation','Software Engineering','File Organisation and Processing','Creative Thinking']"
2,2,2.35,it,76,67,70,68,63,74,69,pc,pc,pc,pc,pc,pc,pc,71,87,72,76,64,,79,86,90,80,85,75,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Computer architecture
','Computer graphics ','Artificial intelligence','Algorithms','Internet technology','Information and Computer Networks Security']"
3,1,2.43,it,76,67,70,68,63,74,69,pc,pc,pc,pc,pc,pc,pc,71,87,72,76,64,,79,86,90,80,85,75,81,90,69,73,,79,78,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Communication technology
','Digital signals processing
','Pattern recognition','Wireless and mobile networks','Numerical methods','Advanced software engineering']"
3,2,2.43,it,76,67,70,68,63,74,69,pc,pc,pc,pc,pc,pc,pc,71,87,72,76,64,90,79,86,90,80,85,75,81,90,69,73,,79,78,75,,,,,60,68,60,86,75,66,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced computers networks
','Advanced multimedia
','Image processing','Project-1','Computer vision ','Selected Topics in information technology']"
4,1,2.45,it,76,67,70,68,63,74,69,pc,pc,pc,pc,pc,pc,pc,71,87,72,76,64,90,79,86,90,80,85,75,81,90,69,73,,79,78,75,,,,,60,68,60,86,75,66,,,,,,61,79,,92,76,,70,70,,,,,,,,,,,,,,"['Neural networks','Knowledge based system','Project-2','Embedded systems','Virtual reality']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,2.72,general,86,88,76,84,68,87,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,2.72,general,86,88,76,84,68,87,67,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design','Data communication
','Signals and System','System Analysis and design']"
2,1,2.94,general,86,88,76,84,68,87,67,pc,pc,pc,pc,pc,pc,pc,65,89,79,79,88,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems','Computer network','Database system ','Modeling and simulation','Software Engineering','File Organisation and Processing','Creative Thinking']"
2,2,3.17,it,86,88,76,84,68,87,67,pc,pc,pc,pc,pc,pc,pc,65,89,79,79,88,94,80,97,96,94,93,91,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Computer architecture
','Computer graphics ','Artificial intelligence','Algorithms','Internet technology','Information and Computer Networks Security']"
3,1,3.22,it,86,88,76,84,68,87,67,pc,pc,pc,pc,pc,pc,pc,65,89,79,79,88,94,80,97,96,94,93,91,85,86,94,85,,93,83,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Communication technology
','Digital signals processing
','Pattern recognition','Wireless and mobile networks','Numerical methods','Advanced software engineering']"
3,2,3.2,it,86,88,76,84,68,87,67,pc,pc,pc,pc,pc,pc,pc,65,89,79,79,88,94,80,97,96,94,93,91,85,86,94,85,,93,83,85,,,,,75,94,72,92,83,89,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced computers networks
','Advanced multimedia
','Image processing','Project-1','Computer vision ','Selected Topics in information technology']"
4,1,3.28,it,86,88,76,84,68,87,67,pc,pc,pc,pc,pc,pc,pc,65,89,79,79,88,94,80,97,96,94,93,91,85,86,94,85,,93,83,85,,,,,75,94,72,92,83,89,,,,,,86,94,,96,95,,86,92,,,,,,,,,,,,,,"['Neural networks','Knowledge based system','Project-2','Embedded systems','Virtual reality']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,1.43,general,70,67,60,79,50,65,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,1.61,general,70,67,60,79,72,65,65,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Data communication','System Analysis and design']"
2,1,1.41,general,70,67,60,79,72,65,65,pc,pc,pc,pc,pc,pc,pc,49,60,,71,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems','Computer network','Database system ','Software Engineering','File Organisation and Processing']"
2,2,1.6,it,70,67,60,79,72,65,65,pc,pc,pc,pc,pc,pc,pc,49,60,,71,58,,71,91,69,57,78,72,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Computer graphics','Internet technology','Information and Computer Networks Security','Signals and System']"
3,1,1.75,it,70,67,60,79,72,65,65,pc,pc,pc,pc,pc,pc,pc,49,60,67,71,58,69,71,91,69,49,78,72,75,82,,70,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Communication technology','Digital signals processing','Wireless and mobile networks','Advanced software engineering']"
3,2,1.88,it,70,67,60,79,72,65,65,pc,pc,pc,pc,pc,pc,pc,79,60,67,71,92,69,71,91,69,49,78,72,75,82,,70,,75,,,,,,,,74,,73,60,62,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced computers networks','Advanced multimedia',''Selected Topics in information technology','Artificial intelligence']"
4,1,1.95,it,70,67,60,79,72,65,65,pc,pc,pc,pc,pc,pc,pc,79,60,67,71,92,69,71,91,69,49,78,72,75,82,83,70,,75,,,,,,,,74,,73,60,62,,,,,,,75,,,,,62,79,,,,,,,,,,,,,,"['Neural networks','Knowledge based system','Project-1','Embedded systems','Virtual reality','Pattern recognition']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,1.99,general,76,62,66,78,80,67,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,2,general,76,62,66,78,80,67,66,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design','Data communication
','Signals and System','System Analysis and design']"
2,1,2.24,general,76,62,66,78,80,67,66,pc,pc,pc,pc,pc,pc,pc,54,81,77,80,76,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems','Computer network','Database system ','Modeling and simulation','Software Engineering','File Organisation and Processing','Creative Thinking']"
2,2,2.59,it,76,62,66,78,80,67,66,pc,pc,pc,pc,pc,pc,pc,91,81,77,80,76,93,72,95,90,92,78,75,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Computer architecture
','Computer graphics ','Artificial intelligence','Algorithms','Internet technology','Information and Computer Networks Security']"
3,1,2.63,it,76,62,66,78,80,67,66,pc,pc,pc,pc,pc,pc,pc,91,81,77,80,76,93,72,95,90,92,78,75,80,84,83,79,,72,77,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Communication technology
','Digital signals processing
','Pattern recognition','Wireless and mobile networks','Numerical methods','Advanced software engineering']"
3,2,2.74,it,76,62,66,78,80,67,66,pc,pc,pc,pc,pc,pc,pc,91,81,77,80,76,93,72,95,90,92,78,75,80,84,83,79,,72,77,82,,,,,60,94,90,94,85,81,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced computers networks
','Advanced multimedia
','Image processing','Project-1','Computer vision ','Selected Topics in information technology']"
4,1,2.77,it,76,62,66,78,80,67,66,pc,pc,pc,pc,pc,pc,pc,91,81,77,80,76,93,72,95,90,92,78,75,80,84,83,79,,72,77,82,,,,,60,94,90,94,85,81,,,,,,73,88,,89,90,,71,83,,,,,,,,,,,,,,"['Neural networks','Knowledge based system','Project-2','Embedded systems','Virtual reality']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,0.69,general,65,52,60,56,54,60,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,1.18,general,65,73,60,80,79,60,31,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Data communication','System Analysis and design']"
2,1,1.59,general,65,73,60,80,79,60,31,pc,pc,pc,pc,pc,pc,pc,72,75,,85,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems','Computer network','Database system ','Modeling and simulation','Software Engineering','File Organisation and Processing']"
2,2,2.2,it,65,73,60,80,79,60,31,pc,pc,pc,pc,pc,pc,pc,72,75,87,85,65,,78,98,90,92,83,91,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Computer architecture
','Computer graphics ','Artificial intelligence','Algorithms','Internet technology','Information and Computer Networks Security']"
3,1,2.34,it,65,73,60,80,79,60,31,pc,pc,pc,pc,pc,pc,pc,72,75,87,85,65,,78,98,90,92,83,91,81,86,80,77,,75,82,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Communication technology
','Digital signals processing
','Pattern recognition','Wireless and mobile networks','Numerical methods','Advanced software engineering']"
3,2,2.31,it,65,73,60,80,79,60,80,pc,pc,pc,pc,pc,pc,pc,72,75,87,85,65,80,78,98,90,92,83,91,81,86,80,77,,75,82,73,,,,,53,77,89,80,70,60,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced computers networks
','Advanced multimedia
','Image processing','Project-1','Computer vision ','Selected Topics in information technology']"
4,1,2.39,it,65,73,60,80,79,60,80,pc,pc,pc,pc,pc,pc,pc,72,75,87,85,65,80,78,98,90,92,83,91,81,86,80,77,,75,82,73,,,,,53,77,89,80,70,60,,,,,,60,87,,95,78,,68,85,,,,,,,,,,,,,,"['Neural networks','Knowledge based system','Project-2','Embedded systems','Virtual reality']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,1.68,general,61,76,67,61,70,60,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,1.77,general,61,76,67,61,70,60,71,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design','Data communication']"
2,1,1.79,general,61,76,67,61,70,60,71,pc,pc,pc,pc,pc,pc,pc,50,80,67,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems','Computer network','Database system ','Software Engineering','File Organisation and Processing']"
2,2,2.25,it,61,76,67,61,70,60,71,pc,pc,pc,pc,pc,pc,pc,84,80,67,70,61,,76,95,83,76,88,71,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Computer architecture
','Computer graphics ','Artificial intelligence','Algorithms','Internet technology','Information and Computer Networks Security']"
3,1,2.33,it,61,76,67,61,70,60,71,pc,pc,pc,pc,pc,pc,pc,84,80,67,70,61,,76,95,83,76,88,71,88,82,79,74,,68,77,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Communication technology
','Digital signals processing
','Pattern recognition','Wireless and mobile networks','Numerical methods','Advanced software engineering']"
3,2,2.34,it,61,76,67,61,70,60,71,pc,pc,pc,pc,pc,pc,pc,84,80,67,70,61,78,76,95,83,76,88,71,88,82,79,74,,68,77,76,,,,,68,77,74,78,60,76,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced computers networks
','Advanced multimedia
','Image processing','Project-1','Computer vision ','Selected Topics in information technology']"
4,1,2.37,it,61,76,67,61,70,60,71,pc,pc,pc,pc,pc,pc,pc,84,80,67,70,61,78,76,95,83,76,88,71,88,82,79,74,,68,77,76,,,,,68,77,74,78,60,76,,,,,,68,84,,90,72,,63,74,,,,,,,,,,,,,,"['Neural networks','Knowledge based system','Project-2','Embedded systems','Virtual reality']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,2.72,general,83,73,72,85,80,85,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,2.72,general,83,73,72,85,80,85,66,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design','Data communication
','Signals and System','System Analysis and design']"
2,1,2.98,general,83,73,72,85,80,85,66,pc,pc,pc,pc,pc,pc,pc,79,87,82,93,79,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems','Computer network','Database system ','Modeling and simulation','Software Engineering','File Organisation and Processing','Creative Thinking']"
2,2,3.09,it,83,73,72,85,80,85,66,pc,pc,pc,pc,pc,pc,pc,79,87,82,93,79,96,69,97,94,96,94,89,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Computer architecture
','Computer graphics ','Artificial intelligence','Algorithms','Internet technology','Information and Computer Networks Security']"
3,1,3.07,it,83,73,72,85,80,85,66,pc,pc,pc,pc,pc,pc,pc,79,87,82,93,79,96,69,97,94,96,94,89,79,75,83,83,,89,79,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Communication technology
','Digital signals processing
','Pattern recognition','Wireless and mobile networks','Numerical methods','Advanced software engineering']"
3,2,3.1,it,83,73,72,85,80,85,66,pc,pc,pc,pc,pc,pc,pc,79,87,82,93,79,96,69,97,94,96,94,89,79,75,83,83,,89,79,75,,,,,77,92,82,89,88,88,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced computers networks
','Advanced multimedia
','Image processing','Project-1','Computer vision ','Selected Topics in information technology']"
4,1,3.16,it,83,73,72,85,80,85,66,pc,pc,pc,pc,pc,pc,pc,79,87,82,93,79,96,69,97,94,96,94,89,79,75,83,83,,89,79,75,,,,,77,92,82,89,88,88,,,,,,82,92,,91,92,,86,87,,,,,,,,,,,,,,"['Neural networks','Knowledge based system','Project-2','Embedded systems','Virtual reality']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,3.16,general,92,70,79,93,81,96,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,3.16,general,92,70,79,93,81,96,86,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design','Data communication
','Signals and System','System Analysis and design']"
2,1,3.45,general,92,70,79,93,81,96,86,pc,pc,pc,pc,pc,pc,pc,91,91,94,100,86,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems','Computer network','Database system ','Modeling and simulation','Software Engineering','File Organisation and Processing','Creative Thinking']"
2,2,3.62,it,92,70,79,93,81,96,86,pc,pc,pc,pc,pc,pc,pc,91,91,94,100,86,98,98,99,98,99,97,100,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Computer architecture
','Computer graphics ','Artificial intelligence','Algorithms','Internet technology','Information and Computer Networks Security']"
3,1,3.67,it,92,70,79,93,81,96,86,pc,pc,pc,pc,pc,pc,pc,91,91,94,100,86,98,98,99,98,99,97,100,93,94,95,92,,99,90,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Communication technology
','Digital signals processing
','Pattern recognition','Wireless and mobile networks','Numerical methods','Advanced software engineering']"
3,2,3.66,it,92,70,79,93,81,96,86,pc,pc,pc,pc,pc,pc,pc,91,91,94,100,86,98,98,99,98,99,97,100,93,94,95,92,,99,90,93,,,,,91,91,93,91,93,88,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced computers networks
','Advanced multimedia
','Image processing','Project-1','Computer vision ','Selected Topics in information technology']"
4,1,3.68,it,92,70,79,93,81,96,86,pc,pc,pc,pc,pc,pc,pc,91,91,94,100,86,98,98,99,98,99,97,100,93,94,95,92,,99,90,93,,,,,91,91,93,91,93,88,,,,,,88,94,,96,97,,94,90,,,,,,,,,,,,,,"['Neural networks','Knowledge based system','Project-2','Embedded systems','Virtual reality']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,1.7,general,60,68,72,68,72,61,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,1.84,general,60,68,72,68,72,61,76,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design','Data communication
','Signals and System','System Analysis and design']"
2,1,1.99,general,60,68,72,68,72,61,76,pc,pc,pc,pc,pc,pc,pc,62,70,66,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems','Computer network','Database system ','Modeling and simulation','Software Engineering','File Organisation and Processing','Creative Thinking']"
2,2,2.11,it,60,68,72,68,72,61,76,pc,pc,pc,pc,pc,pc,pc,62,70,66,83,74,,60,97,85,58,73,89,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Computer architecture
','Computer graphics ','Artificial intelligence','Algorithms','Internet technology','Information and Computer Networks Security']"
3,1,2.27,it,60,68,72,68,72,61,76,pc,pc,pc,pc,pc,pc,pc,62,70,66,83,74,,60,97,85,58,73,89,74,78,83,76,,77,76,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Communication technology
','Digital signals processing
','Pattern recognition','Wireless and mobile networks','Numerical methods','Advanced software engineering']"
3,2,2.33,it,60,68,72,68,72,61,76,pc,pc,pc,pc,pc,pc,pc,62,70,66,83,74,83,60,97,85,84,73,89,74,78,83,76,,77,76,76,,,,,63,75,69,89,71,71,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced computers networks
','Advanced multimedia
','Image processing','Project-1','Computer vision ','Selected Topics in information technology']"
4,1,2.42,it,60,68,72,68,72,61,76,pc,pc,pc,pc,pc,pc,pc,62,70,66,83,74,83,60,97,85,84,73,89,74,78,83,76,,77,76,76,,,,,63,75,69,89,71,71,,,,,,70,77,,92,79,,73,93,,,,,,,,,,,,,,"['Neural networks','Knowledge based system','Project-2','Embedded systems','Virtual reality']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,2.31,general,63,78,66,79,77,77,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,2.31,general,63,78,66,79,77,77,64,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design','Data communication
','Signals and System','System Analysis and design']"
2,1,2.69,general,63,78,66,79,77,77,64,pc,pc,pc,pc,pc,pc,pc,72,86,85,85,73,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems','Computer network','Database system ','Modeling and simulation','Software Engineering','File Organisation and Processing','Creative Thinking']"
2,2,2.86,it,63,78,66,79,77,77,64,pc,pc,pc,pc,pc,pc,pc,72,86,85,85,73,95,82,96,78,87,87,85,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Computer architecture
','Computer graphics ','Artificial intelligence','Algorithms','Internet technology','Information and Computer Networks Security']"
3,1,2.98,it,63,78,66,79,77,77,64,pc,pc,pc,pc,pc,pc,pc,72,86,85,85,73,95,82,96,78,87,87,85,80,91,93,86,,85,85,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Communication technology
','Digital signals processing
','Pattern recognition','Wireless and mobile networks','Numerical methods','Advanced software engineering']"
3,2,2.97,it,63,78,66,79,77,77,64,pc,pc,pc,pc,pc,pc,pc,72,86,85,85,73,95,82,96,78,87,87,85,80,91,93,86,,85,85,77,,,,,65,87,84,91,78,82,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced computers networks
','Advanced multimedia
','Image processing','Project-1','Computer vision ','Selected Topics in information technology']"
4,1,3.04,it,63,78,66,79,77,77,64,pc,pc,pc,pc,pc,pc,pc,72,86,85,85,73,95,82,96,78,87,87,85,80,91,93,86,,85,85,77,,,,,65,87,84,91,78,82,,,,,,79,97,,94,95,,79,82,,,,,,,,,,,,,,"['Neural networks','Knowledge based system','Project-2','Embedded systems','Virtual reality']"
